WD1,,"2020-02-10 11:55",->,"2021-02-09 11:55"
,NO,,,NO2,,,NOXasNO2,,
"2020-02-27 10:00",136.320610,24,1,90.007138,24,1,299.029159,24,1
"2020-02-27 11:00",123.927828,24,1,97.826687,24,1,287.846705,24,1
"2020-02-27 12:00",55.391984,24,1,60.530983,24,1,145.464172,24,1
"2020-02-27 13:00",43.299632,24,1,60.028944,24,1,126.420786,24,1
"2020-02-27 14:00",37.103241,24,1,45.781069,24,1,102.671910,24,1
"2020-02-27 15:00",38.004534,24,1,51.097506,24,1,109.370312,24,1
"2020-02-27 16:00",36.239501,24,1,47.382245,24,1,102.948705,24,1
"2020-02-27 17:00",46.829698,24,1,57.052034,24,1,128.856569,24,1
"2020-02-27 18:00",57.495002,24,1,69.872820,24,1,158.030594,24,1
"2020-02-27 19:00",71.314832,24,1,84.721214,24,1,194.069098,24,1
"2020-02-27 20:00",102.259234,24,1,92.521756,24,1,249.317063,24,1
"2020-02-27 21:00",111.459937,24,1,94.080716,24,1,264.983569,24,1
"2020-02-27 22:00",73.718280,24,1,79.818084,24,1,192.851206,24,1
"2020-02-27 23:00",59.072264,24,1,65.959702,24,1,156.535910,24,1
"2020-02-28 00:00",14.683570,24,1,35.925831,24,1,58.440324,24,1
"2020-02-28 01:00",11.341275,24,1,28.484192,24,1,45.873902,24,1
"2020-02-28 02:00",4.005748,24,1,18.068143,24,1,24.210204,24,1
"2020-02-28 03:00",0.350503,24,1,12.379603,24,1,12.917033,24,1
"2020-02-28 04:00",0.150216,24,1,12.649801,24,1,12.880127,24,1
"2020-02-28 05:00",-0.187770,24,1,8.462549,24,1,8.174639,24,1
"2020-02-28 06:00",0.413092,24,1,8.150186,24,1,8.783585,24,1
"2020-02-28 07:00",5.670637,24,1,15.644520,24,1,24.339376,24,1
"2020-02-28 08:00",6.684593,24,1,17.909560,24,1,28.159124,24,1
"2020-02-28 09:00",23.996934,24,1,32.606557,24,1,69.401343,24,1
"2020-02-28 10:00",19.152482,24,1,30.568277,24,1,59.935009,24,1
"2020-02-28 11:00",10.214657,24,1,18.032737,24,1,33.694993,24,1
"2020-02-28 12:00",6.909916,24,1,17.065840,24,1,27.660895,24,1
"2020-02-28 13:00",4.581575,24,1,10.948145,24,1,17.973126,24,1
"2020-02-28 14:00",6.158837,24,1,10.577980,24,1,20.021398,24,1
"2020-02-28 15:00",9.989334,24,1,16.828183,24,1,32.144950,24,1
"2020-02-28 16:00",11.679259,24,1,19.330001,24,1,37.237949,24,1
"2020-02-28 17:00",11.003289,24,1,16.325289,24,1,33.196764,24,1
"2020-02-28 18:00",10.177104,24,1,21.411839,24,1,37.016514,24,1
"2020-02-28 19:00",7.510778,24,1,15.701661,24,1,27.218027,24,1
"2020-02-28 20:00",7.398115,24,1,17.424451,24,1,28.768070,24,1
"2020-02-28 21:00",5.708191,24,1,8.777820,24,1,17.530258,24,1
"2020-02-28 22:00",3.980712,24,1,9.599748,24,1,15.703421,24,1
"2020-02-28 23:00",1.577263,24,1,6.254432,24,1,8.672868,24,1
"2020-02-29 00:00",1.239279,24,1,4.392244,24,1,6.292444,24,1
"2020-02-29 01:00",0.337985,24,1,3.006274,24,1,3.524510,24,1
"2020-02-29 02:00",0.200288,24,1,2.940614,24,1,3.247716,24,1
"2020-02-29 03:00",-0.901293,24,1,0.717668,24,1,-0.664297,24,1
"2020-02-29 04:00",-0.375540,24,1,0.668090,24,1,0.092272,24,1
"2020-02-29 05:00",-0.788632,24,1,0.305034,24,1,-0.904184,24,1
"2020-02-29 06:00",-0.488201,24,1,0.342607,24,1,-0.405957,24,1
"2020-02-29 07:00",-0.525754,24,1,1.618080,24,1,0.811935,24,1
"2020-02-29 08:00",4.318698,24,1,9.690456,24,1,16.312367,24,1
"2020-02-29 09:00",25.273767,24,1,31.368439,24,1,70.121005,24,1
"2020-02-29 10:00",19.452913,24,1,31.104080,24,1,60.931464,24,1
"2020-02-29 11:00",20.804854,24,1,32.574090,24,1,64.474420,24,1
"2020-02-29 12:00",27.376784,24,1,38.219136,24,1,80.196287,24,1
"2020-02-29 13:00",19.753345,24,1,29.480893,24,1,59.768932,24,1
"2020-02-29 14:00",20.053776,24,1,26.750531,24,1,57.499226,24,1
"2020-02-29 15:00",25.348874,24,1,25.772766,24,1,64.640496,24,1
"2020-02-29 16:00",19.415360,24,1,24.297184,24,1,54.066987,24,1
"2020-02-29 17:00",8.224302,24,1,12.780771,24,1,25.391190,24,1
"2020-02-29 18:00",10.890628,24,1,15.114069,24,1,31.812797,24,1
"2020-02-29 19:00",6.008622,24,1,9.479696,24,1,18.692790,24,1
"2020-02-29 20:00",6.008622,24,1,10.808306,24,1,20.021398,24,1
"2020-02-29 21:00",4.318698,24,1,9.745815,24,1,16.367726,24,1
"2020-02-29 22:00",1.990357,24,1,4.790650,24,1,7.842487,24,1
"2020-02-29 23:00",1.013955,24,1,3.796638,24,1,5.351347,24,1
"2020-03-01 00:00",0.600862,24,1,3.931809,24,1,4.853118,24,1
"2020-03-01 01:00",0.675970,24,1,3.429135,24,1,4.465609,24,1
"2020-03-01 02:00",0.550790,24,1,2.329371,24,1,3.173905,24,1
"2020-03-01 03:00",-0.300431,24,1,0.829719,24,1,0.369065,24,1
"2020-03-01 04:00",-0.675970,24,1,-0.199864,24,1,-1.236336,24,1
"2020-03-01 05:00",-0.300431,24,1,0.829721,24,1,0.369065,24,1
"2020-03-01 06:00",-0.638417,24,1,-0.036010,24,1,-1.014903,24,1
"2020-03-01 07:00",-0.225323,24,1,1.987807,24,1,1.642315,24,1
"2020-03-01 08:00",-0.413093,24,1,1.002466,24,1,0.369065,24,1
"2020-03-01 09:00",0.713524,24,1,2.873325,24,1,3.967380,24,1
"2020-03-01 10:00",2.365895,24,1,4.879137,24,1,8.506792,24,1
"2020-03-01 11:00",5.182437,24,1,6.816031,24,1,14.762322,24,1
"2020-03-01 12:00",8.261856,24,1,12.335679,24,1,25.003679,24,1
"2020-03-01 13:00",10.590196,24,1,17.512277,24,1,33.750352,24,1
"2020-03-01 14:00",19.227590,24,1,24.917245,24,1,54.399140,24,1
"2020-03-01 15:00",15.134217,24,1,20.896950,24,1,44.102426,24,1
"2020-03-01 16:00",13.256523,24,1,18.295532,24,1,38.621916,24,1
"2020-03-01 17:00",10.777965,24,1,17.113651,24,1,33.639634,24,1
"2020-03-01 18:00",5.520421,24,1,10.892565,24,1,19.357093,24,1
"2020-03-01 19:00",15.434648,24,1,22.761359,24,1,46.427489,24,1
"2020-03-01 20:00",5.445314,24,1,13.388152,24,1,21.737517,24,1
"2020-03-01 21:00",18.401404,24,1,31.830631,24,1,60.045726,24,1
"2020-03-01 22:00",4.055820,24,1,12.806104,24,1,19.024942,24,1
"2020-03-01 23:00",1.239279,24,1,10.094188,24,1,11.994389,24,1
"2020-03-02 00:00",1.351941,24,1,8.758910,24,1,10.831857,24,1
"2020-03-02 01:00",1.201725,24,1,10.539283,24,1,12.381900,24,1
"2020-03-02 02:00",0.000000,24,1,5.609686,24,1,5.609688,24,1
"2020-03-02 03:00",0.563308,24,1,6.093020,24,1,6.956749,24,1
"2020-03-02 04:00",-0.826185,24,1,2.798399,24,1,1.531599,24,1
"2020-03-02 05:00",0.187770,24,1,5.229515,24,1,5.517423,24,1
"2020-03-02 06:00",1.614817,24,1,10.957696,24,1,13.433714,24,1
"2020-03-02 07:00",20.091330,24,1,29.239449,24,1,60.045726,24,1
"2020-03-02 08:00",54.302921,24,1,55.945324,24,1,139.208643,24,1
"2020-03-02 09:00",97.640107,24,1,91.245159,24,1,240.957900,24,1
"2020-03-02 10:00",142.667218,24,1,112.715997,24,1,331.469348,24,1
"2020-03-02 11:00",121.749703,24,1,84.890979,24,1,271.571253,24,1
"2020-03-02 12:00",70.000445,24,1,68.745006,24,1,176.077526,24,1
"2020-03-02 13:00",56.743924,24,1,65.433231,24,1,152.439368,24,1
"2020-03-02 14:00",54.941337,24,1,64.543486,24,1,148.785693,24,1
"2020-03-02 15:00",47.017466,24,1,58.369527,24,1,130.461970,24,1
"2020-03-02 16:00",48.219191,24,1,69.591557,24,1,143.526619,24,1
"2020-03-02 17:00",47.843653,24,1,57.434878,24,1,130.794123,24,1
"2020-03-02 18:00",56.330831,24,1,63.796924,24,1,150.169661,24,1
"2020-03-02 19:00",56.556154,24,1,68.599791,24,1,155.318019,24,1
"2020-03-02 20:00",33.986268,24,1,52.387196,24,1,104.498748,24,1
"2020-03-02 21:00",31.958358,24,1,46.030281,24,1,95.032414,24,1
"2020-03-02 22:00",24.973336,24,1,38.472135,24,1,76.764047,24,1
"2020-03-02 23:00",13.106307,24,1,29.929747,24,1,50.025804,24,1
"2020-03-03 00:00",7.773655,24,1,19.118339,24,1,31.037775,24,1
"2020-03-03 01:00",1.427048,24,1,10.249149,24,1,12.437259,24,1
"2020-03-03 02:00",1.251797,24,1,7.897554,24,1,9.816947,24,1
"2020-03-03 03:00",0.450647,24,1,5.380027,24,1,6.071009,24,1
"2020-03-03 04:00",-0.675970,24,1,3.841321,24,1,2.804848,24,1
"2020-03-03 05:00",-0.375538,24,1,3.878894,24,1,3.303077,24,1
"2020-03-03 06:00",0.262877,24,1,6.775112,24,1,7.178184,24,1
"2020-03-03 07:00",20.316654,24,1,39.744261,24,1,70.896027,24,1
"2020-03-03 08:00",23.846718,24,1,36.767352,24,1,73.331810,24,1
"2020-03-03 09:00",44.764234,24,1,44.552527,24,1,113.190062,24,1
"2020-03-03 10:00",49.383362,24,1,52.582883,24,1,128.302981,24,1
"2020-03-03 11:00",37.516333,24,1,40.552899,24,1,98.077141,24,1
"2020-03-03 12:00",40.069998,24,1,47.100126,24,1,108.539933,24,1
"2020-03-03 13:00",46.904805,24,1,54.777882,24,1,126.697581,24,1
"2020-03-03 14:00",61.550821,24,1,67.030864,24,1,161.407474,24,1
"2020-03-03 15:00",48.219191,24,1,54.866148,24,1,128.801210,24,1
"2020-03-03 16:00",55.542199,24,1,59.082763,24,1,144.246281,24,1
"2020-03-03 17:00",58.621618,24,1,59.011184,24,1,148.896412,24,1
"2020-03-03 18:00",68.723613,24,1,71.256374,24,1,176.631112,24,1
"2020-03-03 19:00",57.119462,24,1,67.348554,24,1,154.930508,24,1
"2020-03-03 20:00",100.644417,24,1,86.693971,24,1,241.013260,24,1
"2020-03-03 21:00",95.311766,24,1,89.888309,24,1,236.030979,24,1
"2020-03-03 22:00",65.719303,24,1,72.818193,24,1,173.586385,24,1
"2020-03-03 23:00",36.389717,24,1,60.216566,24,1,116.013354,24,1
"2020-03-04 00:00",22.569886,24,1,45.146741,24,1,79.753417,24,1
"2020-03-04 01:00",11.979690,24,1,34.757287,24,1,53.125890,24,1
"2020-03-04 02:00",4.506466,24,1,20.400471,24,1,27.310292,24,1
"2020-03-04 03:00",1.877694,24,1,17.640535,24,1,20.519626,24,1
"2020-03-04 04:00",0.262877,24,1,13.584227,24,1,13.987300,24,1
"2020-03-04 05:00",5.407760,24,1,16.379744,24,1,24.671527,24,1
"2020-03-04 06:00",2.854096,24,1,14.648723,24,1,19.024942,24,1
"2020-03-04 07:00",2.516111,24,1,10.904341,24,1,14.762324,24,1
"2020-03-04 08:00",22.269455,24,1,33.815995,24,1,67.962017,24,1
"2020-03-04 09:00",82.355675,24,1,63.142027,24,1,189.418967,24,1
"2020-03-04 10:00",87.688327,24,1,68.860438,24,1,203.313996,24,1
"2020-03-04 11:00",61.325498,24,1,60.733314,24,1,154.764432,24,1
"2020-03-04 12:00",39.318920,24,1,51.351849,24,1,111.640019,24,1
"2020-03-04 13:00",29.329586,24,1,44.137629,24,1,89.109034,24,1
"2020-03-04 14:00",20.279099,24,1,34.708844,24,1,65.803028,24,1
"2020-03-04 15:00",20.279100,24,1,36.148168,24,1,67.242354,24,1
"2020-03-04 16:00",80.553087,24,1,80.576006,24,1,204.089018,24,1
"2020-03-04 17:00",45.139772,24,1,64.680857,24,1,133.894209,24,1
"2020-03-04 18:00",63.390962,24,1,76.775775,24,1,173.973894,24,1
"2020-03-04 19:00",60.574420,24,1,76.555000,24,1,169.434484,24,1
"2020-03-04 20:00",40.257767,24,1,66.575267,24,1,128.302981,24,1
"2020-03-04 21:00",36.389717,24,1,60.050490,24,1,115.847278,24,1
"2020-03-04 22:00",39.243812,24,1,60.269043,24,1,120.442049,24,1
"2020-03-04 23:00",30.719079,24,1,55.846773,24,1,102.948705,24,1
"2020-03-05 00:00",32.484112,24,1,39.632908,24,1,89.441186,24,1
"2020-03-05 01:00",6.309053,24,1,21.087236,24,1,30.760983,24,1
"2020-03-05 02:00",1.101580,24,1,13.294690,24,1,14.983757,24,1
"2020-03-05 03:00",0.050072,24,1,8.042506,24,1,8.119282,24,1
"2020-03-05 04:00",0.375540,24,1,10.422115,24,1,10.997933,24,1
"2020-03-05 05:00",2.703879,24,1,10.284279,24,1,14.430170,24,1
"2020-03-05 06:00",2.666326,24,1,10.009709,24,1,14.098019,24,1
"2020-03-05 07:00",4.769343,24,1,15.531799,24,1,22.844692,24,1
"2020-03-05 08:00",26.250167,24,1,33.192832,24,1,73.442526,24,1
"2020-03-05 09:00",78.374962,24,1,64.817006,24,1,184.990273,24,1
"2020-03-05 10:00",78.562732,24,1,72.611465,24,1,193.072641,24,1
"2020-03-05 11:00",41.421937,24,1,54.106004,24,1,117.618756,24,1
"2020-03-05 12:00",40.370429,24,1,45.089427,24,1,106.989888,24,1
"2020-03-05 13:00",34.774900,24,1,49.129708,24,1,102.450477,24,1
"2020-03-05 14:00",43.299632,24,1,55.544891,24,1,121.936733,24,1
"2020-03-05 15:00",52.425226,24,1,51.406351,24,1,131.790578,24,1
"2020-03-05 16:00",46.116173,24,1,52.997731,24,1,123.708211,24,1
"2020-03-05 17:00",50.322209,24,1,57.509585,24,1,134.669231,24,1
"2020-03-05 18:00",45.703080,24,1,56.509783,24,1,126.586862,24,1
"2020-03-05 19:00",60.762190,24,1,72.668779,24,1,165.836168,24,1
"2020-03-05 20:00",62.752546,24,1,63.029258,24,1,159.248486,24,1
"2020-03-05 21:00",38.980935,24,1,50.209323,24,1,109.979257,24,1
"2020-03-05 22:00",23.809165,24,1,43.855486,24,1,80.362363,24,1
"2020-03-05 23:00",18.814498,24,1,40.220697,24,1,69.069192,24,1
"2020-03-06 00:00",27.489446,24,1,43.582258,24,1,85.732154,24,1
"2020-03-06 01:00",17.537665,24,1,36.310459,24,1,63.201171,24,1
"2020-03-06 02:00",2.553665,24,1,18.892220,24,1,22.807785,24,1
"2020-03-06 03:00",3.304743,24,1,22.243090,24,1,27.310292,24,1
"2020-03-06 04:00",1.314386,24,1,20.275740,24,1,22.291104,24,1
"2020-03-06 05:00",3.905604,24,1,20.343777,24,1,26.332287,24,1
"2020-03-06 06:00",3.830497,24,1,20.403583,24,1,26.276930,24,1
"2020-03-06 07:00",36.690148,24,1,36.283830,24,1,92.541272,24,1
"2020-03-06 08:00",68.348075,24,1,56.497838,24,1,161.296756,24,1
"2020-03-06 09:00",190.473316,24,1,82.981619,24,1,375.036631,24,1
"2020-03-06 10:00",193.402519,24,1,94.599613,24,1,391.146007,24,1
"2020-03-06 11:00",123.214303,24,1,81.980984,24,1,270.906948,24,1
"2020-03-06 12:00",97.414784,24,1,73.543719,24,1,222.910971,24,1
"2020-03-06 13:00",64.254701,24,1,66.151135,24,1,164.673636,24,1
"2020-03-06 14:00",47.993868,24,1,64.345822,24,1,137.935392,24,1
"2020-03-06 15:00",58.095864,24,1,61.312013,24,1,150.391096,24,1
"2020-03-06 16:00",72.892095,24,1,67.909519,24,1,179.675839,24,1
"2020-03-06 17:00",84.383584,24,1,80.515322,24,1,209.901681,24,1
"2020-03-06 18:00",92.232347,24,1,95.440400,24,1,236.861360,24,1
"2020-03-06 19:00",152.431228,24,1,109.037894,24,1,342.762519,24,1
"2020-03-06 20:00",143.080310,24,1,109.978968,24,1,329.365718,24,1
"2020-03-06 21:00",145.333544,24,1,99.382789,24,1,322.224447,24,1
"2020-03-06 22:00",104.550022,24,1,76.664278,24,1,236.972076,24,1
"2020-03-06 23:00",58.621618,24,1,64.048824,24,1,153.934052,24,1
"2020-03-07 00:00",51.148394,24,1,48.160418,24,1,126.586862,24,1
"2020-03-07 01:00",32.822097,24,1,49.134594,24,1,99.461108,24,1
"2020-03-07 02:00",22.632476,24,1,44.718618,24,1,79.421263,24,1
"2020-03-07 03:00",17.224717,24,1,30.940739,24,1,57.351602,24,1
"2020-03-07 04:00",10.364873,24,1,23.725788,24,1,39.618373,24,1
"2020-03-07 05:00",0.675970,24,1,13.061547,24,1,14.098019,24,1
"2020-03-07 06:00",4.957113,24,1,16.184988,24,1,23.785789,24,1
"2020-03-07 07:00",2.929203,24,1,14.478201,24,1,18.969583,24,1
"2020-03-07 08:00",10.590196,24,1,24.099961,24,1,40.338035,24,1
"2020-03-07 09:00",10.965735,24,1,17.213252,24,1,34.027145,24,1
"2020-03-07 10:00",14.232923,24,1,21.891403,24,1,43.714915,24,1
"2020-03-07 11:00",16.148172,24,1,23.438783,24,1,48.198967,24,1
"2020-03-07 12:00",21.030176,24,1,25.364122,24,1,57.609943,24,1
"2020-03-07 13:00",11.266166,24,1,17.472260,24,1,34.746807,24,1
"2020-03-07 14:00",8.261856,24,1,12.280319,24,1,24.948320,24,1
"2020-03-07 15:00",9.989334,24,1,16.385315,24,1,31.702080,24,1
"2020-03-07 16:00",6.534376,24,1,14.098703,24,1,24.117941,24,1
"2020-03-07 17:00",11.153505,24,1,15.762810,24,1,32.864612,24,1
"2020-03-07 18:00",7.585885,24,1,15.752574,24,1,27.384103,24,1
"2020-03-07 19:00",8.111640,24,1,16.385755,24,1,28.823429,24,1
"2020-03-07 20:00",4.393805,24,1,12.620019,24,1,19.357093,24,1
"2020-03-07 21:00",2.741433,24,1,9.949906,24,1,14.153378,24,1
"2020-03-07 22:00",2.365895,24,1,6.207746,24,1,9.835400,24,1
"2020-03-07 23:00",1.427048,24,1,6.982987,24,1,9.171095,24,1
"2020-03-08 00:00",0.563308,24,1,4.709055,24,1,5.572782,24,1
"2020-03-08 01:00",0.262877,24,1,3.121437,24,1,3.524510,24,1
"2020-03-08 02:00",-0.300431,24,1,2.158329,24,1,1.697675,24,1
"2020-03-08 03:00",-0.488201,24,1,1.892650,24,1,1.144086,24,1
"2020-03-08 04:00",-0.488201,24,1,0.674759,24,1,-0.073805,24,1
"2020-03-08 05:00",-0.826185,24,1,0.694767,24,1,-0.572033,24,1
"2020-03-08 06:00",-0.525754,24,1,0.732342,24,1,-0.073803,24,1
"2020-03-08 07:00",-0.037554,24,1,0.924875,24,1,0.867294,24,1
"2020-03-08 08:00",0.000000,24,1,2.195902,24,1,2.195902,24,1
"2020-03-08 09:00",1.915249,24,1,4.296869,24,1,7.233542,24,1
"2020-03-08 10:00",2.178125,24,1,5.222404,24,1,8.562150,24,1
"2020-03-08 11:00",4.769343,24,1,7.227997,24,1,14.540889,24,1
"2020-03-08 12:00",9.050487,24,1,13.174731,24,1,27.051951,24,1
"2020-03-08 13:00",14.908893,24,1,17.533410,24,1,40.393394,24,1
"2020-03-08 14:00",10.702858,24,1,19.387802,24,1,35.798623,24,1
"2020-03-08 15:00",15.021554,24,1,22.342946,24,1,45.375675,24,1
"2020-03-08 16:00",14.646016,24,1,24.358090,24,1,46.815001,24,1
"2020-03-08 17:00",21.443270,24,1,32.093427,24,1,64.972649,24,1
"2020-03-08 18:00",17.274788,24,1,23.704240,24,1,50.191880,24,1
"2020-03-08 19:00",17.612773,24,1,24.957482,24,1,51.963357,24,1
"2020-03-08 20:00",20.053775,24,1,29.352390,24,1,60.101085,24,1
"2020-03-08 21:00",6.346607,24,1,13.611591,24,1,23.342919,24,1
"2020-03-08 22:00",5.820852,24,1,12.756976,24,1,21.682158,24,1
"2020-03-08 23:00",5.520421,24,1,11.667587,24,1,20.132115,24,1
"2020-03-09 00:00",3.454957,24,1,7.970110,24,1,13.267638,24,1
"2020-03-09 01:00",1.013955,24,1,4.128789,24,1,5.683499,24,1
"2020-03-09 02:00",-0.300431,24,1,3.339313,24,1,2.878659,24,1
"2020-03-09 03:00",-0.500719,24,1,2.982112,24,1,2.214354,24,1
"2020-03-09 04:00",-0.112661,24,1,1.593625,24,1,1.420880,24,1
"2020-03-09 05:00",0.788632,24,1,4.695715,24,1,5.904934,24,1
"2020-03-09 06:00",2.854096,24,1,6.455638,24,1,10.831857,24,1
"2020-03-09 07:00",2.328341,24,1,7.981446,24,1,11.551519,24,1
"2020-03-09 08:00",26.400383,24,1,36.505460,24,1,76.985482,24,1
"2020-03-09 09:00",63.991825,24,1,65.723828,24,1,163.843255,24,1
"2020-03-09 10:00",72.704326,24,1,69.193885,24,1,180.672295,24,1
"2020-03-09 11:00",38.229857,24,1,50.862733,24,1,109.481030,24,1
"2020-03-09 12:00",46.904805,24,1,45.699057,24,1,117.618756,24,1
"2020-03-09 13:00",42.961647,24,1,49.918314,24,1,115.791919,24,1
"2020-03-09 14:00",41.797477,24,1,44.285286,24,1,108.373855,24,1
"2020-03-09 15:00",35.713746,24,1,41.877500,24,1,96.637816,24,1
"2020-03-09 16:00",39.469136,24,1,39.717631,24,1,100.236129,24,1
"2020-03-09 17:00",35.375762,24,1,41.509998,24,1,95.752076,24,1
"2020-03-09 18:00",15.772632,24,1,26.062873,24,1,50.247239,24,1
"2020-03-09 19:00",7.473223,24,1,15.925321,24,1,27.384103,24,1
"2020-03-09 20:00",7.623439,24,1,13.480644,24,1,25.169755,24,1
"2020-03-09 21:00",3.642727,24,1,10.394778,24,1,15.980215,24,1
"2020-03-09 22:00",1.802587,24,1,6.739321,24,1,9.503249,24,1
"2020-03-09 23:00",2.591218,24,1,8.076602,24,1,12.049748,24,1
"2020-03-10 00:00",1.877694,24,1,4.741962,24,1,7.621052,24,1
"2020-03-10 01:00",0.976401,24,1,5.348903,24,1,6.846031,24,1
"2020-03-10 02:00",-0.300431,24,1,1.420213,24,1,0.959559,24,1
"2020-03-10 03:00",-0.400574,24,1,0.245156,24,1,-0.369051,24,1
"2020-03-10 04:00",-0.713524,24,1,0.023793,24,1,-1.070260,24,1
"2020-03-10 05:00",-0.525754,24,1,0.843059,24,1,0.036913,24,1
"2020-03-10 06:00",0.901293,24,1,1.865755,24,1,3.247718,24,1
"2020-03-10 07:00",3.041865,24,1,7.662412,24,1,12.326541,24,1
"2020-03-10 08:00",18.626728,24,1,23.956359,24,1,52.516944,24,1
"2020-03-10 09:00",36.014178,24,1,36.157771,24,1,91.378739,24,1
"2020-03-10 10:00",27.038799,24,1,28.274584,24,1,69.733497,24,1
"2020-03-10 11:00",22.269455,24,1,29.774812,24,1,63.920833,24,1
"2020-03-10 12:00",23.471180,24,1,30.091181,24,1,66.079822,24,1
"2020-03-10 13:00",17.500112,24,1,21.255120,24,1,48.088250,24,1
"2020-03-10 14:00",15.960402,24,1,24.944585,24,1,49.416858,24,1
"2020-03-10 15:00",19.265145,24,1,23.586415,24,1,53.125892,24,1
"2020-03-10 16:00",30.531311,24,1,37.312730,24,1,84.126754,24,1
"2020-03-10 17:00",34.324253,24,1,34.597052,24,1,87.226840,24,1
"2020-03-10 18:00",33.573175,24,1,35.471895,24,1,86.950045,24,1
"2020-03-10 19:00",26.588152,24,1,26.861933,24,1,67.629865,24,1
"2020-03-10 20:00",23.170749,24,1,34.593021,24,1,70.121005,24,1
"2020-03-10 21:00",17.650327,24,1,28.442857,24,1,55.506313,24,1
"2020-03-10 22:00",11.416382,24,1,18.404466,24,1,35.909339,24,1
"2020-03-10 23:00",12.317675,24,1,21.285121,24,1,40.171959,24,1
"2020-03-11 00:00",3.267189,24,1,9.752704,24,1,14.762324,24,1
"2020-03-11 01:00",1.952803,24,1,6.232201,24,1,9.226455,24,1
"2020-03-11 02:00",0.701006,24,1,4.239580,24,1,5.314440,24,1
"2020-03-11 03:00",0.262877,24,1,3.066078,24,1,3.469151,24,1
"2020-03-11 04:00",-0.262877,24,1,1.436442,24,1,1.033370,24,1
"2020-03-11 05:00",-0.112661,24,1,1.648984,24,1,1.476240,24,1
"2020-03-11 06:00",2.778988,24,1,6.460085,24,1,10.721138,24,1
"2020-03-11 07:00",7.473224,24,1,16.091394,24,1,27.550178,24,1
"2020-03-11 08:00",34.286699,24,1,50.874728,24,1,103.446934,24,1
"2020-03-11 09:00",77.774101,24,1,68.395533,24,1,187.647489,24,1
"2020-03-11 10:00",38.680504,24,1,48.455632,24,1,107.764911,24,1
"2020-03-11 11:00",41.647261,24,1,46.397807,24,1,110.256050,24,1
"2020-03-11 12:00",15.847740,24,1,24.342308,24,1,48.641837,24,1
"2020-03-11 13:00",26.813475,24,1,41.241854,24,1,82.355276,24,1
"2020-03-11 14:00",13.218969,24,1,19.847797,24,1,40.116600,24,1
"2020-03-11 15:00",7.510778,24,1,14.649848,24,1,26.166211,24,1
"2020-03-11 16:00",8.186747,24,1,13.668733,24,1,26.221570,24,1
"2020-03-11 17:00",7.285454,24,1,14.607828,24,1,25.778700,24,1
"2020-03-11 18:00",8.900271,24,1,16.560502,24,1,30.207396,24,1
"2020-03-11 19:00",6.834807,24,1,15.741678,24,1,26.221570,24,1
"2020-03-11 20:00",6.046176,24,1,15.788365,24,1,25.059038,24,1
"2020-03-11 21:00",4.130928,24,1,9.037268,24,1,15.371269,24,1
"2020-03-11 22:00",2.103018,24,1,6.832253,24,1,10.056835,24,1
"2020-03-11 23:00",0.563308,24,1,2.937577,24,1,3.801304,24,1
"2020-03-12 00:00",1.201725,24,1,3.619446,24,1,5.462064,24,1
"2020-03-12 01:00",1.727479,24,1,5.027647,24,1,7.676412,24,1
"2020-03-12 02:00",0.951366,24,1,1.715166,24,1,3.173905,24,1
"2020-03-12 03:00",-0.375538,24,1,0.391296,24,1,-0.184522,24,1
"2020-03-12 04:00",-0.187770,24,1,1.099844,24,1,0.811935,24,1
"2020-03-12 05:00",0.300431,24,1,2.399551,24,1,2.860207,24,1
"2020-03-12 06:00",2.178126,24,1,6.384937,24,1,9.724682,24,1
"2020-03-12 07:00",2.215680,24,1,8.430985,24,1,11.828313,24,1
"2020-03-12 08:00",8.975379,24,1,17.386436,24,1,31.148494,24,1
"2020-03-12 09:00",29.592463,24,1,42.959535,24,1,88.334013,24,1
"2020-03-12 10:00",21.368162,24,1,28.831710,24,1,61.595769,24,1
"2020-03-12 11:00",30.305987,24,1,29.409777,24,1,75.878309,24,1
"2020-03-12 12:00",18.100974,24,1,28.803690,24,1,56.558129,24,1
"2020-03-12 13:00",18.551621,24,1,25.234057,24,1,53.679476,24,1
"2020-03-12 14:00",19.603129,24,1,27.773667,24,1,57.831378,24,1
"2020-03-12 15:00",29.479801,24,1,35.935651,24,1,81.137384,24,1
"2020-03-12 16:00",30.343541,24,1,41.918617,24,1,88.444729,24,1
"2020-03-12 17:00",26.663260,24,1,34.607703,24,1,75.490799,24,1
"2020-03-12 18:00",39.056043,24,1,42.676097,24,1,102.561194,24,1
"2020-03-12 19:00",44.276033,24,1,50.947677,24,1,118.836647,24,1
"2020-03-12 20:00",46.679482,24,1,48.369613,24,1,119.943820,24,1
"2020-03-12 21:00",20.391761,24,1,29.664535,24,1,60.931464,24,1
"2020-03-12 22:00",14.646016,24,1,21.645512,24,1,44.102424,24,1
"2020-03-12 23:00",11.341274,24,1,17.080304,24,1,34.470015,24,1
"2020-03-13 00:00",5.708191,24,1,10.438580,24,1,19.191018,24,1
"2020-03-13 01:00",2.854096,24,1,7.009225,24,1,11.385443,24,1
"2020-03-13 02:00",2.203161,24,1,5.036395,24,1,8.414528,24,1
"2020-03-13 03:00",-0.713524,24,1,1.795271,24,1,0.701218,24,1
